ZOTUID,ID_str,Kingdom,Phylum,Class,Order,Family,Genus,Species,metabarcode,fishlist_old,fishlist_new,gbifSB,gbif_temptrans,NC,Australian Faunal Directory,Fishbase,Plausible Order [GBIF],Plausible Family [GBIF],Plausible Genus [GBIF],Plausible Species [all platforms],Plausible Rank [GBIF],Possible match on LitList,Summary,Species Hit,Nr. of Genus in DB,Action,Reason,Status
ZOTU276,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU249,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Syngnathidae_Halicampus_Halicampus dunckeri,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Halicampus,Halicampus dunckeri,MiFish12S,0,0,0,0,0,Dist in Northern Regions of AUS,"Indo-West Pacific: Red Sea to the Solomon Islands, north to southern Japan, south to the southern Great Barrier Reef; Belau [=Palau] and Pohnpei in Micronesia.",yes,yes,yes,no,Genus,Syngnathidae,Species more northern Australia,1,6,Reassigned to genus level,"Species distribution in northern, tropical regions near Shark Bay",done 10.05.2024
ZOTU278,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU279,Eukaryota_Chordata_Actinopteri_Beloniformes_Belonidae_Strongylura_Strongylura leiura,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Strongylura,Strongylura leiura,Fish16S,1,0,0,0,0,"Dist. More Northern, Southern and Eastern","Indo-West Pacific: Somalia (Ref. 30573) and Tanzania to Durban, South Africa (Ref. 3130) east to Pakistan, India, Sri Lanka and southeast Asia to New Guinea, Australia, and the Philippines. Reported from southern China (Ref. 5317). The Australian population is regarded as subspecies Strongylura leiura ferox by Parin (1967) (Ref. 1602).",yes,yes,yes,yes,Species,Beloniformes,Very broad dist around AUS may also occur in SB,1,2,NA,,NA
ZOTU383,Eukaryota_Chordata_Actinopteri_Chaetodontiformes_Leiognathidae_cf._Equulites_NA,Eukaryota,Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,cf._Equulites,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Genus to Species and Species to NA as it was cf._Equulites,,done 08.05.2024
ZOTU280,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Soleidae_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Soleidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU281,Eukaryota_Chordata_Actinopteri_Acropomatiformes_Pempheridae_NA_NA,Eukaryota,Chordata,Actinopteri,Acropomatiformes,Pempheridae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU282,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Dasyatidae_Neotrygon_Neotrygon leylandi,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon leylandi,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Taken out,Non-focus Species,NA
ZOTU310,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Iniistius_Iniistius pentadactylus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius pentadactylus,MiFish12S,0,0,0,0,0,Dist NE AUS,Indo-Pacific: Red Sea and East Africa to the Pacific.,yes,yes,no,no,Family,Labridae,Species and Genus more northern AUS but could be in SB,1,12,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",done 13.05.2024
ZOTU285,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU286,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU287,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU288,Eukaryota_Chordata_Actinopteri_Beloniformes_Exocoetidae_NA_NA,Eukaryota,Chordata,Actinopteri,Beloniformes,Exocoetidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU289,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Soleidae_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Soleidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU29,Eukaryota_Chordata_Actinopteri_Uranoscopiformes_Pinguipedidae_Parapercis_Parapercis nebulosa,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Pinguipedidae,Parapercis,Parapercis nebulosa,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU290,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU291,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Iniistius_Iniistius jacksonensis,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius jacksonensis,Fish16S,0,0,0,0,0,Dist in SE AUS,Western Pacific: restricted to eastern Australia.,yes,yes,no,no,Family,Labridae,Species and Genus restricted to eastern Australia. On GBIF also N of SB. Potentially wrongly assigned.,1,7,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",10.05.2024
ZOTU292,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Dasyatidae_Maculabatis_Maculabatis astra,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Maculabatis,Maculabatis astra,Fish16S,0,0,1,1,0,Dist. in SB,NA,yes,yes,yes,yes,Species,NA,Black-spotted Whipray expected in SB,NA,NA,Taken out,Non-focus Species,NA
ZOTU293,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_NA_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU294,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU295,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU296,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU353,Eukaryota_Chordata_Actinopteri_Anguilliformes_Ophichthidae_Ophichthus_NA,Eukaryota,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,Set Species to NA as it was Ophicthus_sp.,,done 08.05.2024
ZOTU298,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Myliobatidae_Mobula_Mobula alfredi,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Mobula,Mobula alfredi,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Taken out,Non-focus Species,NA
ZOTU299,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_Atherinomorus_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherinomorus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU174,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Syngnathidae_Halicampus_Halicampus dunckeri,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Halicampus,Halicampus dunckeri,Fish16S,0,0,0,0,0,Dist in Northern Regions of AUS,"Indo-West Pacific: Red Sea to the Solomon Islands, north to southern Japan, south to the southern Great Barrier Reef; Belau [=Palau] and Pohnpei in Micronesia.",yes,yes,yes,no,Genus,Syngnathidae,Species more northern Australia,1,1,Reassigned to genus level,"Species distribution in northern, tropical regions near Shark Bay",done 10.05.2024
ZOTU30,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Nematalosa_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Nematalosa,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU300,Eukaryota_Chordata_Actinopteri_Kurtiformes_Apogonidae_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU301,Eukaryota_Chordata_Actinopteri_Beloniformes_Belonidae_Tylosurus_Tylosurus crocodilus,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,Tylosurus crocodilus,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU369,Eukaryota_Chordata_Actinopteri_Perciformes_Opistognathidae_Opistognathus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Opistognathidae,Opistognathus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,Genus,Percifomes,Genus and Family more northern West coast but one occurrence south of SB. Potentially Contaminant or wrongly assigned (only eastern AUS),1,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU303,Eukaryota_Chordata_Chondrichthyes_Rhinopristiformes_Glaucostegidae_Glaucostegus_NA,Eukaryota,Chordata,Chondrichthyes,Rhinopristiformes,Glaucostegidae,Glaucostegus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Taken out,Non-focus Species,NA
ZOTU304,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella gibbosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU305,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Lutjanidae_Lutjanus_Lutjanus carponotatus,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus carponotatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU306,Eukaryota_Chordata_Actinopteri_Perciformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Perciformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU307,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Haemulidae_Plectorhinchus_NA,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Plectorhinchus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU308,Eukaryota_Chordata_Actinopteri_Spariformes_Sparidae_Rhabdosargus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Sparidae,Rhabdosargus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU309,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Kyphosidae_Microcanthus_Microcanthus strigatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Microcanthus,Microcanthus strigatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU31,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon schoenleinii,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU310,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Dasyatidae_Maculabatis_Maculabatis astra,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Maculabatis,Maculabatis astra,Fish16S,0,0,1,1,0,Dist. in SB,NA,yes,yes,yes,yes,Species,NA,Black-spotted Whipray expected in SB,NA,NA,Taken out,Non-focus Species,NA
ZOTU311,Eukaryota_Chordata_Actinopteri_Scombriformes_Scombridae_Auxis_Auxis thazard,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Auxis,Auxis thazard,Fish16S,0,0,0,1,0,Dist. in SB,"Atlantic,Mediterranean, Indian and Pacific (Western Central). Eastern Pacific population recognized as subspecies Auxis thazard brachydorax (Ref. 32349). Many authors have used the name Auxis thazard as including Auxis rochei in the belief that there was only a single worldwide species of Auxis. Highly migratory species",yes,yes,yes,yes,NA,NA,NA,1,2,NA,,NA
ZOTU312,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU313,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU314,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU315,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU112,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Arothron_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU317,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU318,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU319,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU32,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Pegasidae_Pegasus_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Pegasidae,Pegasus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU320,Eukaryota_Chordata_Chondrichthyes_NA_NA_NA_NA,Eukaryota,Chordata,Chondrichthyes,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,Taken out,Non-focus Species,NA
ZOTU321,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU322,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Dasyatidae_Neotrygon_Neotrygon ningalooensis,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon ningalooensis,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Taken out,Non-focus Species,NA
ZOTU323,Eukaryota_Chordata_Actinopteri_Clupeiformes_Dussumieriidae_Dussumieria_Dussumieria elopsoides,Eukaryota,Chordata,Actinopteri,Clupeiformes,Dussumieriidae,Dussumieria,Dussumieria elopsoides,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU324,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU325,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Iniistius_Iniistius jacksonensis,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius jacksonensis,Fish16S,0,0,0,0,0,Dist in SE AUS,Western Pacific: restricted to eastern Australia.,yes,yes,no,no,Family,Labridae,Species and Genus restricted to eastern Australia. On GBIF also N of SB. Potentially wrongly assigned.,1,7,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",10.05.2024
ZOTU129,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Arothron_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU327,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU328,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU329,Eukaryota_Chordata_Actinopteri_Beloniformes_Exocoetidae_NA_NA,Eukaryota,Chordata,Actinopteri,Beloniformes,Exocoetidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU33,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_Pelates_Pelates octolineatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Pelates,Pelates octolineatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU330,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Haemulidae_Plectorhinchus_Plectorhinchus flavomaculatus,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Plectorhinchus,Plectorhinchus flavomaculatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU331,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU332,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU333,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU334,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU335,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU336,Eukaryota_Chordata_Actinopteri_Gerreiformes_Gerreidae_Gerres_Gerres oyena,Eukaryota,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres oyena,Fish16S,0,0,0,0,0,Dist. in SB,"Indo-Pacific: Red Sea to South Africa, east to Marshall and Samoa islands; north to the Ryukyus and south to the Queensland, Australia (Great Barrier Reef) and New Caledonia.",yes,yes,yes,yes,NA,NA,NA,1; 0.98; 0.99; 0.95,6,NA,,NA
ZOTU65,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Paralichthyidae_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU338,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU339,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Sorsogona_Sorsogona tuberculata,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Sorsogona,Sorsogona tuberculata,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU34,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Paralichthyidae_Pseudorhombus_Pseudorhombus jenynsii,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus jenynsii,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU340,Eukaryota_Chordata_Actinopteri_Blenniiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Blenniiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU341,Eukaryota_Chordata_Actinopteri_Clupeiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU342,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU343,Eukaryota_Chordata_Actinopteri_Labriformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU344,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU345,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU347,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU349,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU35,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Monacanthus_Monacanthus chinensis,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Monacanthus,Monacanthus chinensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU350,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU351,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU297,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacanthidae_Chaetodontoplus_Chaetodontoplus duboulayi,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacanthidae,Chaetodontoplus,Chaetodontoplus duboulayi,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU106,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacentridae_Neopomacentrus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacentridae,Neopomacentrus,NA,Fish16S,NA,NA,NA,NA,NA,NA,Eastern Indian Ocean: Western Australia.,yes,yes,yes,NA,Genus,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
